crab shanty;668625922539569152;#dinner @ The Original Crab Shanty https://t.co/byM6GVtqMC;true;
spreads;669494211159261184;Goodness spreads this way. ?? https://t.co/n5iQNyuBey;false;
spreads;667692154198884353;@RodneySoundscan @PoliticsPeach @Real_Julz after all, charity starts at home then spreads abroad;false;
grimaldi's ;670283510834425856;Pizza stop part 1 (@ Grimaldi's Pizzeria - @grimaldisnyc in Brooklyn, NY) https://t.co/vIdPRIRRFt;true;
grimaldi's ;670283791764750337;At Grimaldi's under the Brooklyn Bridge. They have a mug shot of Frank Sinatra that's 77 years old today 11/27 ? https://t.co/mQDVBAH2Qr;false;
grimaldi's ;668964224530534400;Pizza my love! (@ Grimaldi's Pizzeria - @grimaldisnyc in Brooklyn, NY) https://t.co/W5RaeOACOL;true;
grimaldi's ;668052428785348608;#grimaldis #nyc #pizza @ Grimaldi's Pizza https://t.co/g0zAt6PIys;true;
grimaldi's ;669623359747952640;Yum!!! @ Grimaldi's Pizzeria, Under the Brooklyn Bridge https://t.co/tWWUD1JhdD;true;
grimaldi's ;669206591682539521;Eating grimaldi's pizza in Brooklyn this place better be as good as I've hyped it up to be! Let's go;false;
grimaldi's ;668486586988756992;grimaldispizza #yum #delish #TreatYoself2015NYEdition @ Grimaldi's Pizza https://t.co/vYJQGnNqvV;true;
grimaldi's ;667773556382564352;Positively stuffed. #grimaldis #brooklyn #nomnom @ Grimaldi's Pizza https://t.co/tvnOzzzV6R;true;
made in mexico;668532719861788672;BRUBCH IS ALMOST OVER SO MAKE YOUR WAY TO MIM @ Made in Mexico https://t.co/4kk2KFshGI;true;
made in mexico;669185164841500672;ESTA NOCHE EN LOS #MARTESBOHEMIOS DE #MADEINMEXICO CANTANDO CANCIONES PARA EL ALMA. ¡ALLÁ NOS VEMOS!… https://t.co/Sc3L0n2SHX;true;
made in mexico;668681216661594112;Heights nights. #xo #uptown ? @ Made in Mexico https://t.co/B8keWiBtSL;true;
made in mexico;669777798425411584;le_rubiaa the sis? @ Made in Mexico https://t.co/pV9mQ2RmpT;true;
made in mexico;667546504127737856;Unique art at La Sirena! #Mexico #mexicanart #madeinmexico #hechoamano #hechoenmexico #mexicanimports… https://t.co/u5mfJi6Zvd;true;
made in mexico;668048481798361088;Just posted a photo @ Made in Mexico https://t.co/wV71p0Jlfj;true;
made in mexico;667851602775011328;Just posted a video @ Made in Mexico https://t.co/jExtiJVWw0;true;
momofuku ssam bar;668209437442707456;DUCK! #rholonyc #momofukussam #vsco #vscocam #nyc @ Momofuku Ssam Bar https://t.co/tCibKqGxCb;true;
momofuku ssam bar;667843540165095424;#oops #ateit  b4 I had a chance 2 #shoot #it #spicyshrimp #yummy #omg @ Momofuku Ssam Bar https://t.co/jSK7IQUfKm;true;
momofuku ssam bar;667841207423250433;#steak #shrimp #foodie #yummy so excited @ Momofuku Ssam Bar https://t.co/qcavodLJEh;true;
bootleg bar;669709588158128129;@kanyontype wow ur reliving bootleg bar congrats;false;
doma;668145000589447168;@Sodaa_M Doma bayi yoww ?? ???;false;
doma;667790472337846272;Fakt uz nevim, ale z naroku neslevim, to radsi budu sam doma stejne jako Kevin ??? #bencristovao #nemuzusidovolit;false;
east garden;669504748790423552;Riding with Chuck. #surpriseride #spin (@ XSport Fitness in East Garden City, NY) https://t.co/k5LUaFqY3M;true;
east garden;669333489595076608;Thanks for the support Mi Familia! @facekevlar @ East Garden City, Garden… https://t.co/ZmZ6uZSyWN;true;
east garden;669169872828555264;I'm at Nassau Community College in East Garden City, NY https://t.co/NPElMaPexI;true;
east garden;669867845757587456;90 minute ride today. Gotta get ready to eat #thanksgiving #spin (@ XSport Fitness in East Garden City, NY) https://t.co/enGTu0Djr6;true;
east garden;669890147467571200;I'm at XSport Fitness in East Garden City, NY https://t.co/Dy4mlZXLrA;true;
little branch;667802921581551618;Plan for tonight is cocktails at @LittleBranchNYC then food @DaSilvano  https://t.co/pNqTQzuMte;false;
little branch;667863300152172544;I'm at Little Branch in New York, NY https://t.co/GwCDZIszKS;true;
little branch;667343858573836290;#wwbill #ww #whiskey #whiskeywednesday #littlebranch #4748 @ Little Branch https://t.co/IfAUwdSx9m;true;
little branch;668580539247534080;Reunion. (@ Little Branch in New York, NY) https://t.co/C7iZI66fRt;true;
kava cafe;667785800252178432;#YUHK #YUHKLIFE @yuhk_nyc @ Kava Cafe https://t.co/oxEu4lMZc6;true;
the grey dog;667461184162029568;The best mac & cheese I've ever had @ The Grey Dog https://t.co/UzgYzRXE6e;true;
the grey dog;669304731861442562;The List. @ The Grey Dog https://t.co/3B8FEVu1a9;true;
the grey dog;669351809283133440;Delicious Mac n cheese and cute salad in the Grey Dog tonight;false;
the grey dog;669314088447660032;When real life humans sit at the staff table @ The Grey Dog https://t.co/LCQFaXOXtT;true;
the grey dog;669165878584348674;Breakfast time in New York City thegreydognyc #menu #cool #alternative #chilledtuesdays #westvillage… https://t.co/Z1gztZNFrM;true;
neta;667928162819563520;La neta !!! @ Ortega's House https://t.co/tho5MYqvlA;true;
neta;667917775969603584;La neta !!! @ Ortega's House https://t.co/iLz9TxVUFH;true;
neta;669417784342921216;@wearemitu this is too neta no mms. You also go with zapatos distinctos #lalucha #hacefrio;false;
neta;667372826924482560;HIJOS DE TODA SU REPUTA MADRE!!!!! neta que les pasa? 'TORTAS DE TACOS' https://t.co/swVFuw27sL;false;
neta;669040269891907584;La neta no me puedo dormir y juré que iría al primer periodo mañana,ósea??;false;
neta;668189050977828864;@patkiernan If you guys enjoy sushi, recommend @netanyc on 8th at 6th Ave, get the omakase;false;
neta;668730431144116224;Que feo?. Me desperté solo para venir al baño y ya llevo 20min aquí sentada.. Neta que tengo que ir al médico para ver qué pero conmigo?;false;
neta;668948396582027264;@patrick_knj hahahaha sou uma sith agora! HAHAHA (risada maldosa) a neta do Anackin que me aguarde ? #SpoilerAlert;false;
tbilisi;669559048057044992;Anyone in #tbilisi know what's going on on #grishashvili st? a family member over there reports hearing what she thinks are shots fired?;false;
takashi;670061847270301696;Niku-Uni. Chuck flap topped with sea urchin and fresh wasabi. Happy Thanksgiving!! @ Yakiniku Takashi https://t.co/61WktSoMrq;true;
takashi;670060197101064192;Feasting continues! @ Yakiniku Takashi https://t.co/HF3QQQkBmX;true;
takashi;668289183887302656;What a Fight!!!! Boxing: Francisco Vargas (23-0-1, 17 KOs) Beats Takashi Miura (29-3-2, 22 KOs) via Rd 9 TKO https://t.co/edOtv6IIwl;false;
cafecito;668179209693609985;Decaf Bustelo? NO! #notcoffee #noescafe #thingswedontlike #why #cafe #cuba #cuban #cafecito #makeitstop #busted #cq https://t.co/KdykUUBtJ3;false;
plug uglies;669297478735368192;See you after a few drinks, Albany. (@ Plug Uglies in New York, NY) https://t.co/eFbAbj3rcn;true;
van leeuwen;669133402268913664;Up @ Van Leeuwen Artisan Ice Cream https://t.co/OUZALgtdm4;true;
van leeuwen;667542913400897536;BEST Ice creaaaaam! W/ https://t.co/0M7kGwxLTQ ???? @ Van Leeuwen Artisan Ice Cream https://t.co/r7PvaSkcmG;true;
van leeuwen;668257546168352773;I told you...  "I'm on a diet" @ Van Leeuwen Artisan Ice Cream https://t.co/NB0awdLEuf;true;
van leeuwen;669884263274307584;Yummmmmo!  ALL NYC stores open till 3pm today ???? @ Van Leeuwen Artisan Ice Cream https://t.co/hIy4FsDLOn;true;
legend;669913521984008192;I'm only six episodes in and I'm already getting bored of the Heroic Legend of Mehslan. Not looking forward to season 2 if it's like this.;false;
legend;667866190585425920;Happy Birthday to the man, the myth, the legend dakotakayne so lucky that… https://t.co/PmVyZH7fLi;true;
legend;667531662809554948;@BobSeger @billboard Live Legend winner! 53 yrs of sold out touring. best part = wife & kids rocking out @ his shows https://t.co/kEMQrNvbGO;false;
legend;670238381926801408;I would like to wish @kooldjredalert a happy birthday . A cornerstone in hiphop a legend and a mentor… https://t.co/ynByAVipiT;true;
legend;668557690206076928;Also had a weekend of meeting wrestling stats. Who remembers this wrestling legend Sid Vicious… https://t.co/5z8U5pURa4;true;
legend;669892523196858369;@CasavantDavid your a living legend ?;false;
legend;669636385998053377;"There is only one thing that makes a dream impossible to achieve;false;
legend;668568914620579840;The legend of musical  https://t.co/fzrs1OSbrw  #travel #201510-us… https://t.co/9iiPz5MnoV;true;
legend;668074817590009856;Basti honestly you can have my kids you German legend ???;false;
legend;669773400076849152;@sxbjpg remember quand on a vu john legend mdr;false;
foxy john's;668308917051609088;Beers (@ Foxy John's in New York, NY) https://t.co/FlIeDokRtv;true;
the butterfly;668551775260188673;watching #heroes episode the butterfly effect;false;
the butterfly;667614593733238784;#she's a butterfly, let the butterfly free frankybaby #GABanx$$$ of #GAVintage.#live#Butterfly. @… https://t.co/6HB43ppVJK;true;
the butterfly;667544234648600580;only black woman at the party. **does the butterfly to a rap song**;false;
yn;669875621741338624;@IamTidora @PambansangBAE @aldenrichards02 @mainedcm  Promise yn Lola Tinidora plS.....UBOS NA PO ANG LUHA NAMEN huhuhu #ALDUB19thWeeksary;false;
williamsburg cinemas;670291476543381504;I'm at Williamsburg Cinemas - @wburgthtr for The Good Dinosaur in Brooklyn, NY https://t.co/p4ox97lOs2;true;
williamsburg cinemas;669316022273449984;Starting the season properly! (@ Williamsburg Cinemas - @wburgthtr for The Night Before in Brooklyn, NY) https://t.co/l91ZQ7FiQW;true;
williamsburg cinemas;668253049975119872;The Peanuts day :-) #peanuts #snoopy @ Williamsburg Cinemas https://t.co/k5oq3hVUAQ;true;
williamsburg cinemas;670116715448000512;#thanksgiving #nyc #brooklyn #williamsburg @ Williamsburg Cinemas https://t.co/nJwtoDDq3t;true;
williamsburg cinemas;668264412394954753;I'm at Williamsburg Cinemas - @wburgthtr for The Night Before in Brooklyn, NY https://t.co/PHQaZf01R8;true;
williamsburg cinemas;669276735813349377;HUNGER GAMES (@ Williamsburg Cinemas - @wburgthtr for The Hunger Games: Mockingjay - Part 2 in Brooklyn, NY) https://t.co/AkLvzjLQwY;true;
williamsburg cinemas;668534250405261312;I'm at Williamsburg Cinemas - @wburgthtr for The Hunger Games: Mockingjay - Part 2 in Brooklyn, NY https://t.co/ESqCB1L7uQ;true;
yummy;668577810936647680;#yakitori night with #pork #beef #chicken and friends ?????  #yummy #foodgasm #foodie #instafood… https://t.co/jWaQJrnXXp;true;
yummy;669770996010852352;Ummmm yummy pizzzza ? (@ The Lark Tavern in Albany, NY) https://t.co/0BZZ8zCJdj;true;
yummy;669905029013176321;I love making #cranberry sauce for #thanksgiving. It's so tasty & easy to make. And the yummy aroma… https://t.co/sUPFe7VjjF;true;
yummy;667914123926224896;#sushi for #dinner ????  #yummy #foodgasm #foodie #instafood #koirestaurant #nyc #dining #loveit @… https://t.co/OrethBdudF;true;
yummy;667768972549316609;Some yummy Finn on the wheel.  #igspinners #igknitters #igcrocheters #smallbizsaturday… https://t.co/3UFy9cmixq;true;
yummy;669509612719243264;@CLAUWBAT RRRRR clawing my chest with your nails, tasting my yummy marks MMMM sliding my hands all over you while melting your lips MMMM;false;
yummy;668675563998023680;@russellstuart dark chocolate with creme filling! #yummy https://t.co/VrNYiOOjMD;false;
yummy;667915888104878081;Birthday Dinner ? Yummy ??? #NYC #Perla #birthday #friends #family #newyork @ Perla https://t.co/E1tBbCBgRW;true;
yummy;668397564119687169;#yummy https://t.co/oEHk2SqxyF;false;
yummy;669573228852047872;#yummy #nyc #ktown #koreanfood #foodgasm #travel #eat #birthdaygirl @ Cho Dang Gol https://t.co/iRrFVuH1AM;true;
horchata;667761819046531073;@kerleyriffs super burritos and horchata is all I care about;false;
horchata;668494382723678209;That moment when you drink horchata & miss @genshotya #myhorchatamami;false;
horchata;668509223806988288;want a cemita & agua de horchata ?;false;
horchata;668463001050226691;(@ Horchata in New York, NY w/ @shavonnerae) https://t.co/n5uFiBSZUa;true;
horchata;669556237760114692;Hit that bitch off some horchata and a joint #TweetLike40ozVan;false;
horchata;669509731103481856;I'm up, it's 8 am but it's never too early for some weed and horchata ?  #TweetLike40ozVan;false;
horchata;668156626105421831;#branching hard for @crochetyouahat #birthdaycelebration #brunching #horchata #nycbrunch… https://t.co/4clbeqGYCi;true;
horchata;667635348772622336;First thing I'm getting when I get back to California is a super burrito and horchata from Los victors;false;
horchata;669118569049890816;First, the spiked horchata @ @RosiesNYC, now, "Days of Gin & Roses" @ @BouludSud??try the latest cocktail I helped create for a restaurant!;false;
macchina;669363779201814528;Non spendo molto di più di quello che è necessario ma è ancora difficile. Dico questo dopo aver comprato una macchina ?;false;
macchina;670151005716291584;Io non ce la faccio più. Sono le tre di mattina e impazzisco. Guardavo fisso la macchina nel vialetto d'accesso. Difetti. Tutti i difetti.;false;
current;668921832985247745;@FayCortez @EJSMD @bostonsci I plan to;false;
current;667735737132032000;The Japanese currency (¥) is minted by the current Emperor's era. This = That. @kickstarter >https://t.co/p4bqVDvXep https://t.co/SCdyHW90Pu;false;
current;668075776441499648;Great piece in the @NewYorker about the current political climate around refugees: https://t.co/HcltNR46OU;false;
current;668648703247441920;Not gonna lie, kinda hurts that Golden wears 44 compared to the current number 44 on Atlanta.;false;
current;668926228099956736;@TiredFairy do you ever watch romance movies to get inspired? & what's your current fav rom com? mine's @ManRommovie https://t.co/LClvfkXfNc;false;
current;669223204087603206;and then u look at your student loans and realize that 5 yrs of payments have gotten you here: principal bal $29,984, current bal $30,037;false;
current;667587686312648705;The fact that @NYCTSubway tweets about every delay and they have 100+ tweets a day says a lot about the current state of the NYC subway;false;
current;669369821939834881;I hope it doesn't escalate. On the current turmoil, we should worry. https://t.co/lHLYGNplfo;false;
current;669171519407394816;@mAcChaos @DawnofScrubs See, da best part is that I wouldn't even have to add much cuz damn near all of his current routes still work :V;false;
current;667378144974872576;@Wix What are examples of current events that might impact certain types of brands? Like Fashion Week for fashion brands? #bigimpactbranding;false;
sweetgreen ;668457693120622593;@sweetgreen is like the @soulcycle of salads;false;
sweetgreen ;668480426235797504;Excited this gem is on the #UWS (at @sweetgreen in New York, NY) https://t.co/ATAbSxG9oo;true;
sweetgreen ;668978372572221441;Friendsgiving #mipnyc (at @sweetgreen in New York, NY) https://t.co/bD4OCcQboj;true;
sweetgreen ;667789585624276992;Really enjoying my second @Sweetgreen lunch on the go while in NYC. When are you opening in London? (at @sweetgreen) https://t.co/tIR0NyGab9;true;
sweetgreen ;668226679979012096;Opened few days ago. popular but will fade fast in #NYC unless they bring in an efficiency expert!  @sweetgreen https://t.co/Fl4OD8ZqUy;false;
sweetgreen ;668264887513018368;First stop after double trouble classes at BBS NYC @sweetgreen so yummy! The avocobo salad is… https://t.co/MLB28oMwsi;true;
sweetgreen ;668858744399351808;I'm at @sweetgreen in New York, NY https://t.co/RDnOZCGTIT;true;
sweetgreen ;668236799211368448;@Sassy_SPY @sweetgreen price was reasonable compared to other nyc salad spots. People were pretty huffy w/ service though...;false;
sweetgreen ;669222035252490244;Lunchtime greens with a surprise visitor! #BrotherYung @ sweetgreen https://t.co/yeJ07w1aSw;true;
sweetgreen ;668489676832030724;dive bombing salad (at @sweetgreen in Brooklyn, NY) https://t.co/cEAYDGV6cq;true;
mayflower;670029015298809856;THE PILGRIMS ARE COMING! #thanksgiving #thankfulforthemayflower @ Country… https://t.co/D3DEIxynq0;true;
mayflower;670140020477419520;President Obama compared Syrian refugees fleeing ISIS to pilgrims coming to America on the Mayflower https://t.co/o73LzGXACJ;true;
mayflower;669923478586433536;Dear @POTUS Mayflower pilgrims were terrorist. Don't associate #SyrianRefugees with these monsters! @ABC https://t.co/ExrmkPgvKc;false;
mayflower;670063031196479488;I have ancestors that came off The Mayflower and some that were American Indians... Happy end of the Civil War! #GiveThanks;false;
mayflower;669893629889150978;Feliz día d acción d gracias,recordando los primeros inmigrantes q llegaron en mayflower en Massachusetts.;false;
mayflower;668259159641575424;Awwwwww the happy couple. Happy anniversary ? @ Mayflower Social https://t.co/q5QjYZZQJ5;true;
mayflower;668093249152774144;Dear Reporters,   Please ask Dr. Ben Carson to describe the Thanksgiving Mayflower story.  Love, The Internet;false;
mayflower;670197904359968768;@BarackObama The Mayflower setting sail pales in comparison to when I set sail to help you with climate change. https://t.co/NC4NbIdUQO;false;
kennedy fried chicken;669622868330848257;I'm at Kennedy Fried Chicken in New York, NY https://t.co/lJevrUPAzD;true;
bond st;669458214493274112;Men on Bond St #memes @ New York, New York https://t.co/2GiNiT14l9;true;
bond st;670089044345360388;Jack????Happy Thanksgiving?? ?????????????????????????? #happy #thanksgiving #bondst #lephilosophe… https://t.co/UxRcAEFGxm;true;
bond st;667818272243322881;Drizzle a bit of something special on your weekend. Make it memorable with dinner at BondSt #NYC //… https://t.co/6VJ6WhknNs;true;
bond st;668460894637137920;I love this hair flip that @quistyle captured! ? #quistyle #instagramnyc #NYC #photography @ BONDST https://t.co/OeB7uPhTCF;true;
whitmans;669665484883800066;I'm at @WhitmansNyc in New York, NY https://t.co/l3kA2cY0kX;true;
e.a.t. cafe;668479780786987008;New favorite ?? @ E.A.T. Cafe https://t.co/DQJA8CoDNy;true;
jollibee;670022107519188992;Thanksgiving, Pinoy style. SO GRATEFUL FOR JOLLIBEE https://t.co/wYn3E1y4wG;false;
jollibee;667411839634968576;I'm at Jollibee in Woodside, NY https://t.co/gke9bc5QQI;true;
jollibee;668455623944740864;Tocino for breakfast!!! (@ Jollibee in Woodside, NY w/ @heyjdubs) https://t.co/Ok6U5b6GiY;true;
hudson terrace;669759616113332224;Love this girl @c_higgyy #thankful #thanksgivingeve @ Hudson Terrace https://t.co/Va0LtwB08S;true;
hudson terrace;667969171452358657;Just posted a photo @ Hudson Terrace https://t.co/vn93SAIcAm;true;
hudson terrace;669207167271047168;Tomorrow Night I'm On Set At Hudson Terrace for Thanksgiving Eve boutta… https://t.co/NGncjq9lgN;true;
hudson terrace;669756370917265408;@justnicksluck tryin to set me on fire #tolate ? #tge #hudsonterrace #howarewe #bcatsisback @ Hudson… https://t.co/GZoJJCW7h5;true;
hudson terrace;669756584956788736;WE MOVING OUT HERE! #JAETnURO @hudsonterrace ?? @ Hudson Terrace https://t.co/aW159bEuRf;true;
hudson terrace;668101345145057280;Me and mine ? @ Hudson Terrace https://t.co/0if4FFx0hz;true;
hudson terrace;668801056743120896;??Wednesday Night?? #JaeTNuro take it to @hudsonterrace in #NYC - on that set 1AM SHARP .. Don't miss… https://t.co/zmAR1ouZom;true;
hudson terrace;667837797974343681;@revlon #loveison #datenightlook ? (at @HudsonTerrace in New York, NY) https://t.co/WnriJOWuFQ;true;
hudson terrace;669905046163685376;Shout Out To Everyone Who Came Out Last Night To @hudsonterrace To Party With #JAETnURO! #NYC Showed… https://t.co/jyxVZySo1t;true;
hudson terrace;669649233650126848;Tonight  come Turn up at  hudsonterraceny  Text/DM for ticket info an group specials… https://t.co/8X0n4PcycK;true;
la vie;669146720949968896;Des fois je me demande si je suis faites pour la vie d'aupair #énervé #FoutageDeGueule;false;
la vie;667920077879160832;Après avoir vécu la vie américaine a Los Angeles, je suis curieuse de voir ce que donne la vie américaine a New York, prochain challenge?;false;
la vie;668751614606446592;@kamelbensaci @nousvousmoi @20Minutes la vie d'oim ferme ta gueule la tu cherches la guerre ou quoi;false;
la vie;669113477487816704;trop rapide pour être comprise t'façon la vie c'est de la MERDE en boite j'pense que j'me ferait draguer par des mecs beaux INCHALLAH;false;
la vie;669059302745853952;j'adore les haineux j'imagines c'est les mêmes qui s'faisait martyr au collège et qui on dut "prendre sur eux" dur dur la vie d'moches;false;
la vie;667560558242099200;Dat Szechuan Life w romabklyn nell_casey @katieparla @ La Vie en Szechuan https://t.co/GpJbGstQBg;true;
la vie;668738822084145152;y'en a ils croient en dieu que quand ils vont mal, la msk ils ont rien compris a la vie ma parole;false;
la vie;669775157200834562;j'veux dire ça s'voit vous et la philo ça fait 845128451236453 et vous et la vie égale le néant, ça m'fait mal au coeur;false;
la vie;669384286232027136;Demain la vie me sourira. Demain la vie me sourira. Aujourd'hui je ne peut pas gagner, mais demain la vie me sourira #optimisme;false;
la vie;668644212926226432;Almost cry for Celine Dion's La Vie En Rose in American Music Awards. I love this song and be sad with France.;true;
billiard company;667947791499583488;I'm at The Billiard Company in Forest Hills, NY https://t.co/fCLVF6PjNo;true;
casablanca;668741032125800448;Today in #history: 1903 Enrico #Caruso makes #US debut in #NYC in #Rigoletto 1942 #Movie #Casablanca premieres in NYC;false;
casablanca;668044743767687169;@LDU_Oficial @PAEecuador # perdieron el campeonato por falta de actitud en casablanca con musuc runa y loja. Largate zubeldia perdedor;false;
casablanca;668132985451868160;#OfficialClockHuggerz https://t.co/3VYpFBhVjU #OCHRadio #NiteLineRadio @ Casablanca Meat Market https://t.co/j2VvoUWOsQ;true;
casablanca;669338959307255808;Whenever I hear "La Marseillaise";false;
cafe gitane;669336280614969345;??? @ Cafe Gitane https://t.co/QxvtYE16o6;true;
cafe gitane;669019193174454272;Couldn't resist? @ Cafe Gitane https://t.co/aXq1FIFSL4;true;
cafe gitane;668923456453521410;Sessions of girl talk over wine with miss preekka at Cafe Gitane this afternoon?? #nyc @ Cafe Gitane https://t.co/Z1ywd3DpEd;true;
cafe gitane;667685069746774016;A great way to start a day. Happy Friday. @ Cafe Gitane https://t.co/BAx4OME36f;true;
cafe gitane;669182542721847297;?Baked egg Sandwich ?? #breakfast #nyc  #maro #birthday @ Cafe Gitane NoLita https://t.co/ESMkeevWRo;true;
cafe gitane;669637384380809216;#Repost @annahyclak with repostapp. ??? Definition of squad. ?? @ Cafe Gitane https://t.co/xaWpKDvoU8;true;
cafe gitane;669331729660977152;Beautiful birthday celebrations for @annahyclak ???????? @ Cafe Gitane https://t.co/F9BrPRH2He;true;
cafe gitane;668626897081864193;Here for my #bdayparty!! ??? #TheJaneHotel #CafeGitane #GirlsNight @JaneHotelNYC ?? (@ The @JaneHotelNyc) https://t.co/CRTQb0MRyy;true;
cafe gitane;668549363032018945;Just posted a photo @ Cafe Gitane NoLita https://t.co/wpFrQaPnux;true;
oasis restaurant;669611129619001344;Place to be in a few! Catch me there from 5pm playing music yall! @ Oasis Restaurant & Bar https://t.co/pHspDD6nwe;true;
oasis restaurant;668630496528744448;Crazy thing is, all he had to drink was beer but he lit as fk lol #IslandSundays @ Oasis Restaurant &… https://t.co/V2lO8a5oqK;true;
oasis restaurant;668528706218921984;Breakfast in the afternoon.. @ The Oasis Restaurant https://t.co/3iaOeaHg0x;true;
domino's;670032978928644097;Just ordered domino's #happythanksgiving;false;
domino's;668510269426024450;Blessed.???????? @ Domino's Pizza https://t.co/JqVosWglB9;true;
domino's;668671892455297029;Fuck it ordered domino's ?;false;
domino's;668479465455026176;Yo I got a ride to an Iona college bar last night from a Domino's driver. That is top 5 most random experiences of my life.;false;
domino's;667785081998721024;@RealMichaelKay  @ChrisCarlinSNY domino's is bad as well.;false;
domino's;668590201099415552;#Kuririn diss game strong   ... #DBZ @ Domino's Pizza https://t.co/VBJyCrvWGg;true;
domino's;669961437821972480;I just saw one of our neighbors order Domino's to their home. What a great thanksgiving treat! Pathetic.;false;
domino's;668206040517877760;@LeafyIsHere domino's are alright but nothing too special   you're welcome  leafy  1v1 me   cocksucker;false;
domino's;668560002345541632;follow this account, sometimes I make the view from hell I mean domino's look nice  https://t.co/6kHbhHSRBW;false;
pil pil;667820584605093888;Sangria a $3.00 y pues... (@ Pil Pil in New York, NY) https://t.co/uiCJtzZsUp;true;
xyz;668118226660892673;Pop ? Shop Today ??  2pm - 6pm @ XYZ Impression Studio ( 470 7th Ave. Suite #410 NY 10018 )… https://t.co/NICP6M4Rvp;true;
xyz;667942693100720128;Pop ? Shop 2morrow ? At ?  XYZ Impression Studio ( 470 7th Ave. Suite #410 NY 10018 ) @live_vivacious… https://t.co/lspXbbtH6Q;true;
xyz;667771238467551232;*Face palm* --> "Just to let you know that my client was recently quoted in XYZ publication.";false;
xyz;668116752186933248;Pop ? Shop Today ??  2pm - 6pm @ XYZ Impression Studio ( 470 7th Ave. Suite #410 NY 10018 )… https://t.co/9eme5tPu8r;true;
rex;668987448987426816;Seeing Rex Ryan angry makes all the wrongs in the world right. #BUFvsNE;false;
rex;668987349003538432;JAMES WHITE WITH THE TD BLOW ME REX RYAN HAHAHA #PATS;false;
rex;668127186629578752;@LuvBuffaloSport no worries from this Pats fan. I expect a good physical MNF game, unfortunately for you, Bill's have Rex and his game plan.;false;
rex;668987990723686400;That Pats TD is a nail into Rex Ryan's heart.;false;
rex;669027619690651652;@Gibberman10 as long as Rex doesn't make the playoffs either I'm ok;false;
rex;668966801871609856;Did Tom Brady just call A Rex Ryan play? ???;false;
rex;669000509135556608;Brady's only getting hit this much because Rex Ryan is dying to know whether Tom still wears Green Irish Tweed and needs a full report.;false;
rex;668132398383685632;@RobRang 2) GRONK/MATCH UP PROBLEMS W/TEs I could see  Rex or Macagnan/Bowles grabbing him because not only could both teams use him but >;false;
rex;668987369039773697;Poor Rex Ryan;false;
rex;668967968534056960;@NickDixon4 hate Rex as much as the pats so idk;false;
the coop;667574004211937280;I hate the over saturation of the indie market but god damn I am so blessed to be able to fly the coop and take my studio on the road;false;
edi & the wolf;667975644064702464;Stay glassy. #NYC #weelife @ Edi & the Wolf https://t.co/BFErATTmZ6;true;
ihawan;668166411718541312;Nom @ Ihawan https://t.co/5PYekJY5Y6;true;
ihawan;668161254641418240;Just posted a photo @ Ihawan https://t.co/Sj8UdQYRLw;true;
ihawan;668167627924045825;Just posted a photo @ Ihawan https://t.co/UDQ4DlafLN;true;
monarch;669902328334589953;The view from the @monarchlounge is great @ Monarch https://t.co/Igp8utIV1h;true;
monarch;667984672673038336;Net worth #details #mesh #femmela #krma #ootd #monarch #hotel #midtown #deets #nyc #manhattan… https://t.co/ZhGkt6suOT;true;
monarch;669933456030310404;Cool bathroom sign @monarchlounge @ Monarch https://t.co/fNnODWF7bB;true;
monarch;668625363732418560;I'm at Monarch Rooftop Lounge in New York, NY https://t.co/UmTjtbVkWB;true;
monarch;668335481332084737;Happy Birthday to @jmike_the_joker !!! @ Monarch https://t.co/BuwzN6vH5i;true;
monarch;669908691647340544;The @macys #thanksgivingdayparade @monarchlounge is coming DOWN Sixth Ave in #nyc @ Monarch https://t.co/X9cO7i4bZo;true;
monarch;669914770049470465;#pillsburydoughboy is coming! @macys #thanksgivingdayparade @monarchlounge @ Monarch https://t.co/VUkckJwCrC;true;
monarch;669901853153431552;The view from the @monarchlounge is great @ Monarch https://t.co/XleL8uuei4;true;
monarch;668136338311520256;#czardom ! Wonderful event czardomczars ! @ Monarch https://t.co/zFsK4yitNN;true;
monarch;667970417806692352;Lit (@ Monarch Rooftop Lounge in New York, NY) https://t.co/ps6S2Qhjv3;true;
club republic;667515003713392640;#nonewteam pop up shot at club republic right now ???? #amerikan @ Republic Lounge 990 Broadway https://t.co/4cnWg4gWmY;true;
club republic;670041523220688896;PREGAMING ???? CLUB REPUBLIC TONIGHT FOORS OPEN 8pm.... FREE ENTRY @ Republic Lounge 990 Broadway https://t.co/zaVcbyebd5;true;
club republic;670052462628372480;Do Remember Club Republic Open tonight. Free Entry all night. 990… https://t.co/s14BX9C0yF;true;
club republic;670019191626272768;???... AFTER U GET FAT COME TO CLUB REPUBLIC FOR FUN LAUGHS MUSIC HOOKAH & DRINKS... 2 FOR 1s and $10… https://t.co/BVOEzai2wv;true;
club republic;670083753390288896;WE @ CLUB REPUBLIC FREE ENTRY ????????????????????? @ Republic Lounge 990 Broadway https://t.co/MGAOjcmuDx;true;
rabbits;667884238801379328;sitting in the parking lot waiting for Amanda to get out of work and I see these fucking rabbits in the window of a pet store going at it;false;
lucky cat;668574363231215617;Meat Mountain! #chiritorinabe @ Lucky Cat https://t.co/0OJzBAMkA4;true;
good to go;669177609608110080;Always good to go back to Brooklyn;false;
