"diablo royale",6.67430253858595E+17,"kitchen fulla nachos // future you fulla nachos?? @ Diablo Royale https://t.co/NOA2yzFx9A",TRUE,0
"blue sky",6.68097998958813E+17,"Colorful & Cool! #fall #morning #trees #leaves #parks #bluesky #cool #color #nyc #bringlightin https://t.co/XYnJNAbwYi",FALSE,0
"blue sky",6.68104238011126E+17,"Bright blue sky 112115 @ 14th Street – Union Square (New York City Subway) https://t.co/LO6LtXIsmQ",TRUE,0
"blue sky",6.68778110251348E+17,"Bright blue sky 112315 @ Union Square Park https://t.co/4Zcr7Ik1rq",TRUE,0
"blue sky",6.69505948369748E+17,"Bright blue sky 112515 @ Union Square Park https://t.co/lzGiBqLcom",TRUE,0
"blue sky",6.69260552338842E+17,"#Beautiful #autumn afternoon in #yonkers. #ny #usa #fall #colors #trees #bluesky #sky #light #green… https://t.co/TZ37lq2lBC",TRUE,0
"blue sky",6.69257727290376E+17,"This tower was a long way up. Good job it had a quick lift to the top. Such a nice blue sky today. @… https://t.co/nHz967JfZP",TRUE,0
"taj mahal",6.70091144747987E+17,"?I'm thankful I have this piece of ? to stuff my face with? #tajmahal #foodiecouple #PwCThankful… https://t.co/esQiLuq1ZH",TRUE,1
"taj mahal",6.68517504927605E+17,"Hey????#wintermorning #selfie @ Taj Mahal Restaurant & Party HallInc. https://t.co/PAd9XWWOBF",TRUE,1
"bogota latin bistro",6.68121328155783E+17,"Of course (@ Bogota Latin Bistro - @bogotabistro in Brooklyn NY) https://t.co/apaDzzXPhd",TRUE,1
"bogota latin bistro",6.70277189909225E+17,"I'm at Bogota Latin Bistro - @bogotabistro in Brooklyn NY https://t.co/Oaj9AS8Van",TRUE,1
copacabana,6.68159421109826E+17,"Tonight at the copacabananyc #SalsaUnion and #bachatamania are back! 268 west 47 st- second floor-… https://t.co/9A71Wk5wJg",TRUE,0
copacabana,6.68114272464015E+17,"TONIGHT- #salsaunion and #bachatamania at the @CopacabanaNYC 268 WEST 47ST - SECOND FLOOR- 8 AVENUE ENTRANCE Letsgo! https://t.co/3vj0yV6b5y",FALSE,0
copacabana,6.68113676466041E+17,"TONIGHT- #salsaunion and #bachatamania at the @CopacabanaNYC 268 WEST 47ST - SECOND FLOOR- 8 AVENUE ENTRANCE Letsgo! https://t.co/Qg4rZMBhXl",FALSE,0
copacabana,6.67817580162216E+17,"Annual #hospicemonth event raises $260000. Donors enjoyed dinner at @CopacabanaNYC & @AmericanInParis on Broadway! https://t.co/BFvMzaAMaK",FALSE,0
copacabana,6.68909136323682E+17,"Come Tomorrow & Find your Partner! https://t.co/UhKz7xjCjW #copalife #copacabananyc #salsa #love #nightclub https://t.co/k74eDVLSmj",FALSE,0
copacabana,6.67859122327568E+17,"Come this Saturday! https://t.co/c1n9sa2nxt #copalife #copacabana #nigthclub #love #fun #music #top40 https://t.co/49AwPGUfru",FALSE,0
copacabana,6.6848138636238E+17,"At Copacabana with cast and producers. Celebrating at wrap up dinner for web series. #webseries… https://t.co/SJfvmiP6Na",TRUE,1
copacabana,6.69453655913988E+17,"CopaLife! https://t.co/ikkLdeEpdl #copalife #copacabana #nigthtclub https://t.co/SRZ97k0SLp",FALSE,1
copacabana,6.68567310622413E+17,"I'm at Copacabana Brazilian Restaurant in Astoria NY https://t.co/36sZxRU6yH",TRUE,1
copacabana,6.68113805654819E+17,"TONIGHT- #salsaunion and #bachatamania at the @CopacabanaNYC 268 WEST 47ST - SECOND FLOOR- 8 AVENUE ENTRANCE Letsgo! https://t.co/mBlw6CgKDZ",FALSE,0
"the abbey",6.70238788258554E+17,"wake up we are going to the abbey while it's still foggy",FALSE,0
"the abbey",6.68274679711293E+17,"Drinking in the dark at #theabbey. Thanks @nickadamski only ???? @ The Abbey https://t.co/72UyF8npjT",TRUE,1
lobo,6.69004729884778E+17,"Al lobo no le quita el sueño la opinión de las Ovejas.... ??? @ New York New York https://t.co/Csai0zLsl3",TRUE,0
lobo,6.68843297507566E+17,"SAMSWORLD exploded unaware that all Maria's are lobo survivors w/ wideeyehamburstorez who now t a l k t o m e",FALSE,0
lobo,6.68901684719059E+17,"Speaking of Can of Worms and Pandoro's Box: Ehrlich connected w/ Claudia Peddington house called original Lisa ws bi w/ gaywife not lobo but",FALSE,0
lobo,6.69549970605896E+17,"Esto va para ti derechista que te vistes de oveja pero eres un lobo más @lopezobrador_ https://t.co/ujdGmz31EE",FALSE,0
"the chocolate room",6.67853629374792E+17,"Yayyyyy for adult milkshakes! (@ The Chocolate Room in Brooklyn NY) https://t.co/Gyc7ZatRtf",TRUE,1
"the chocolate room",6.68223286866768E+17,"Nothing beats chocolate cake and cappuccino. @ The Chocolate Room Brooklyn https://t.co/4A60p2CHWy",TRUE,1
stocked,6.67414662670078E+17,"Oh no. The end is near. Are you posting from your well stocked underground survivalist bunker? @mavrick803 https://t.co/Mo4LKH8nok",FALSE,0
stocked,6.69255086590271E+17,"Home is where a fully stocked fridge is ??",FALSE,0
stocked,6.70164365153292E+17,"If this Gamestop stocked literally what the poster says I'm leaving with an Ike. Lucario is my second pick if they don't have Ike",FALSE,0
stocked,6.6752518641406E+17,"I just checked to see if I'm stocked on alcohol. I have a bottle of Jack Peach Schnapps Apple Midori and a four Loko.",FALSE,0
stocked,6.68123633164906E+17,"so weird to come home and see a fully stocked fridge not used to it",FALSE,0
stocked,6.67892356386025E+17,"Fully stocked and ready for the weekend! Don't wait for your favorite flavors to be gone. You can… https://t.co/eXBdsjKW1B",TRUE,0
stocked,6.68496300376244E+17,"My raw chocolate package arrived! Stocked up! Get 20% off this week only use code: newchoco https://t.co/vtQvbddou9 https://t.co/w3t0sK319X",FALSE,0
stocked,6.69300382208688E+17,"@rbren in Red Hook is stocked up for your Thanksgiving shindig. #sixpoint #highervolume #craftbeer… https://t.co/b19Xsp3R21",TRUE,0
stocked,6.69339184612696E+17,"This depiction of a stocked freezer seems… troubling https://t.co/LvDP2mj3M4",FALSE,0
stocked,6.67480477448696E+17,"Ugly and not so ugly sweaters we're stocked up on tons of women's and men's vintage sweaters for… https://t.co/mf29ig4yyz",TRUE,0
mario's,6.67525042608202E+17,"NEW MUSIC: Mario's ""Forever"" Feat. Rick Ross!  https://t.co/1GGQbFE4rs",FALSE,0
mario's,6.69350854084964E+17,"Finally back in #NYC with my peeps... (@ Uncle Mario's in New York NY w/ @jacamyot) https://t.co/VVUMcO8Glb",TRUE,1
mario's,6.69356160194097E+17,"Dique Mario's at the Barber shop a etaaaaaa hora ????",FALSE,0
mario's,6.67898777278226E+17,"Pizzaz!!! (@ Mario's Pizzeria in Commack NY) https://t.co/HpVUPmCgzB https://t.co/FaaxouvJgD",TRUE,0
mario's,6.68941233461592E+17,"#PizzaFein (@ Mario's Pizza in Bronx NY) https://t.co/BfKtpYHjAA",TRUE,1
mario's,6.68572958407967E+17,"When Mario's jokes go to far and they are just plain fucked up https://t.co/ihWlu6Bb2z",FALSE,0
mario's,6.69630620499354E+17,"I'm at Mario's Pizzeria in Oyster Bay NY https://t.co/IffTZGgC6i",TRUE,1
"the pomeroy",6.67836692657754E+17,"My NYC friends. Please do yourself a favor and have a meal @thepomeroynyc The food is 5-star exceptional and the atmosphere is so welcoming.",FALSE,1
"the pomeroy",6.69313003687444E+17,"#friedchicken #macandcheese @ The Pomeroy https://t.co/YHnkDWaHNk",TRUE,1
"the pomeroy",6.69157577582858E+17,"Have you been to thepomeroynyc in #Astoria yet? If you do you may spot Lady Gaga since she's friends… https://t.co/aMt8lx8FQR",TRUE,0
"the pomeroy",6.6825591655118E+17,"Date night with my main boo thang @KristaBasso #nomenzonetbh @ The Pomeroy https://t.co/8jVnLRGSBX",TRUE,1
"sugar bar",6.68202970920677E+17,"#TSoul Stopped by the World-Famous #Sugarbar stage while in #NyC #LoveAndMusicTour  One of my fav… https://t.co/rMHlLTZe9W",TRUE,1
"sugar bar",6.69852592487428E+17,"Open Mic @ Sugar Bar   https://t.co/0OZb7ZRPqu",TRUE,1
"five leaves",6.68283805103473E+17,"Best damn coffee so far. #brooklyn #newyork @fiveleavesny #breakfast #coffee @ Five Leaves https://t.co/3VGz12rpNg",TRUE,1
"five leaves",6.68456465787519E+17,"Truffle fries for the birthday boy @ Five Leaves https://t.co/57RNV220Ea",TRUE,1
"five leaves",6.67748261034336E+17,"I'm at @FiveLeavesNy in Brooklyn NY https://t.co/CfVVxqUTCC",TRUE,1
"five leaves",6.67753934870725E+17,"Brunch. Outside. In November. With marcipicpic in BK! #summertime #glorydays @ Five Leaves https://t.co/69UkL8xQI5",TRUE,1
"five leaves",6.67505676634218E+17,"Turns out I really like Hot Toddies.  #papermagazine ?? @ Five Leaves https://t.co/fbnKtXvWM6",TRUE,1
"five leaves",6.67913421065712E+17,"Hipstar??????????????????????? (at @FiveLeavesNy in Brooklyn NY) https://t.co/G0zddhGLZy https://t.co/DrBpkAmjm8",TRUE,1
"five leaves",6.67937650557497E+17,"magic happening. @ Five Leaves https://t.co/4MI0tKYgPu",TRUE,1
"five leaves",6.68056166715404E+17,"Wake-y wake-y! #coffee #latteart #weekend #BK @ Five Leaves https://t.co/DdGmHe09S1",TRUE,1
"five leaves",6.69272905625281E+17,"Brûléed Grapefruit with house pickled ginger & fresh mint @ Five Leaves https://t.co/GqqIDimKrZ",TRUE,1
"five leaves",6.69273764601987E+17,"Ricotta pancakes ? @ Five Leaves https://t.co/uok9JrF0WP",TRUE,1
"walter foods",6.68105504779014E+17,"Grits and soccer (@ Walter Foods in Brooklyn NY) https://t.co/HjYAwSKDIO",TRUE,1
"walter foods",6.69697821419962E+17,"I'm at Walter Foods in Brooklyn NY https://t.co/a5Tn9QGZ9h",TRUE,1
lantern,6.68959017482519E+17,"@Nightw7ng @wbpictures @JensenAckles I think he'd kill it as Green Lantern and prove all the haters and doubters wrong.",FALSE,0
lantern,6.67366789454647E+17,"@odwyerpr Glass Lantern featured by @coveragebooks as a firm of note https://t.co/ilCEwyjDTF",FALSE,0
lantern,6.69681898394935E+17,"Checkout. (@ Lantern Thai Kitchen in Brooklyn NY) https://t.co/WhgC92RFoT",TRUE,1
lantern,6.67445742571778E+17,"Read my interview with @coveragebooks to see how Glass Lantern is changing the way #PR #business is done #entrepreneur #marketing #smallbiz",FALSE,0
lantern,6.6779968182571E+17,"Drinking a Golden Ale by Keg & Lantern at @kegandlantern — https://t.co/SRTVXUyJ8z",TRUE,1
lantern,6.67854523948474E+17,"@MrGazd007 warm scene in house. Children studying around wood stove bread baking soft lantern light",TRUE,0
lantern,6.67799870523224E+17,"Drinking an Into the Wild by Keg & Lantern at @kegandlantern — https://t.co/yM2A4qV00Y",TRUE,1
lantern,6.68109217505628E+17,"Eminem and Green Lantern REALLY need to bring back the Invasion mixtape series. That Armageddon freestyle on pt 3 was peak Eminem",FALSE,0
lantern,6.67690943303311E+17,"?Just things around the apartment. ? #lantern #roses #palms @ Williamsburg NYC https://t.co/R5lplq6bO7",TRUE,0
lantern,6.68110765434499E+17,"New #lantern display! Fun fact: The #OwlButterfly is the largest species of butterfly in the world.… https://t.co/KUasDW0hk6",TRUE,0
"little branch",6.67802921581552E+17,"Plan for tonight is cocktails at @LittleBranchNYC then food @DaSilvano  https://t.co/pNqTQzuMte",FALSE,0
"little branch",6.67863300152173E+17,"I'm at Little Branch in New York NY https://t.co/GwCDZIszKS",TRUE,1
"little branch",6.67343858573836E+17,"#wwbill #ww #whiskey #whiskeywednesday #littlebranch #4748 @ Little Branch https://t.co/IfAUwdSx9m",TRUE,1
"little branch",6.68580539247534E+17,"Reunion. (@ Little Branch in New York NY) https://t.co/C7iZI66fRt",TRUE,1
metropolitan,6.68932384780386E+17,"My kind of Monday night! ?? (@ Egyptian Art @ The Metropolitan Museum of Art in New York NY) https://t.co/iJgcjdCceF",TRUE,0
metropolitan,6.69973913749889E+17,"Ala ala Blair Waldorf kau jahh haaa (@ Metropolitan Museum Steps - @metmuseum in New York NY) https://t.co/5m2M6JjwM5",TRUE,0
metropolitan,6.68210404904956E+17,"Just posted a photo @ The Metropolitan Museum of Art New York https://t.co/uW9vpZe76L",TRUE,0
metropolitan,6.67363862195384E+17,"I will pay anyone to come spend 6 hours in the metropolitan wif me ??",FALSE,0
metropolitan,6.69891270756712E+17,"?????????????? @ The Metropolitan Museum of Art New York https://t.co/Ae4BDGRoF7",TRUE,0
metropolitan,6.67398836764221E+17,"Museo de Arte. #NewYork @ The Metropolitan Museum of Art New York https://t.co/FJcyhAGJL5",TRUE,0
metropolitan,6.6877728419978E+17,"Statues at Temple of Dantur exhibit. @ The Metropolitan Museum of Art New York https://t.co/C8e3pZD8TV",TRUE,0
metropolitan,6.69717951189266E+17,"The amazing Metropolitan Opera House @LincolnCenter @NewYorkcom #nyc #opera #lincolncenter @MetOpera https://t.co/XbvgQiH2K2",FALSE,0
metropolitan,6.68533637718122E+17,"Giving a lecture on the art of the selfie. @ The Metropolitan Museum of Art New York https://t.co/oCfOiLmQNp",TRUE,0
metropolitan,6.68466023767613E+17,"do you even art? @ The Metropolitan Museum of Art New York https://t.co/MfNR9GnDVj",TRUE,0
"little cupcake bake shop",6.68585988696986E+17,"#graffiti #spraypaint #art #nyc #urbanart #littlecupcakebakeshop @ Little Cupcake Bakeshop https://t.co/ht0PgKW5q9",TRUE,1
"the griffin",6.69223436149985E+17,"Join us this Saturday at THE GRIFFIN 50 Gansevoort street JoJo's guest list SPONSORED COCKTAILS… https://t.co/8ycuiwzeZE",TRUE,0
"the griffin",6.69200123168182E+17,"?? @ The Griffin https://t.co/RIZ1EQ6lmj",TRUE,1
"the griffin",6.68308249414881E+17,"When You're In The Club With Your Kicks On Comfy >>>>> ???? - @ The Griffin https://t.co/NUuGq26Cjj",TRUE,1
"the griffin",6.68188767841354E+17,"Netflix and chill is the perfect way to spend your Sunday but tonight join us at THE GRIFFIN 50… https://t.co/xA0D6UWm23",TRUE,0
"the griffin",6.69268972814995E+17,"Just posted a photo @ The Griffin https://t.co/Wyw7ulHUmW",TRUE,1
"the griffin",6.6818971980562E+17,"Join me tonight at THE GRIFFIN 50 Gansevoort street Joel's guest list SPONSORED COCKTAILS… https://t.co/wLMByLF3lG",TRUE,0
"the griffin",6.69238858110902E+17,"HappyTday to all my peeps  and Southside and Bedstuy homies and the Griffin and Taylor family Httr htst21 HTRG3 https://t.co/HqF70VSz7P",FALSE,0
"the griffin",6.67414944778858E+17,"#tbt ? @ The Griffin https://t.co/BHznuSYd0h",TRUE,1
"the griffin",6.69042744334156E+17,"From sin city to the griffin #patron on deck me and my brother biondo11 we just getting started nigga… https://t.co/mwcNdC9SDS",TRUE,1
"the griffin",6.68148495593927E+17,"Join us tonight at THE GRIFFIN 50 Gansevoort street JoJo's guest list SPONSORED COCKTAILS… https://t.co/pv0ezsbK4x",TRUE,0
"nathan's famous",6.68584380827308E+17,"Nathan's serve more than just hotdog ! #nathans #hotdog #americanfoodicon @ Nathan's Famous https://t.co/P1y4uu5Opl",TRUE,1
"nathan's famous",6.67948946380206E+17,"#Christmas time in #nathanshotdogs #coneyisland @ Nathan's Famous https://t.co/UmVw5IXmp3",TRUE,1
"the roosevelt hotel",6.68939469895127E+17,"Christmas mood already! (@ The Roosevelt Hotel - @rooseveltnyc in New York NY) https://t.co/TMpudvbHQx https://t.co/k2VIBlFhb2",TRUE,1
"the roosevelt hotel",6.6742211036151E+17,"Seeking refuge (and drinks) from the rain. ?? @ The Roosevelt Hotel https://t.co/XTBkKwuNfk",TRUE,1
"the roosevelt hotel",6.68590399020122E+17,"Just posted a photo @ The Roosevelt Hotel https://t.co/l8ciXtKrwA",TRUE,1
"the roosevelt hotel",6.67552760250765E+17,"Brad Paisley Sighting: New York New York/ The Roosevelt Hotel https://t.co/kDiVWg8RCu @BradPaisley",TRUE,0
"the roosevelt hotel",6.69329888504099E+17,"Aproveitando a última noite pra dar aquela descansada... (@ The Roosevelt Hotel - @rooseveltnyc in New York NY) https://t.co/akIzT1lsJU",TRUE,0
"the roosevelt hotel",6.6784876079446E+17,"I'm at the Roosevelt hotel and all I can think is how terrified I am that this chair has bedbugs",FALSE,1
"the roosevelt hotel",6.67518587964363E+17,"I'm at The Roosevelt Hotel - @rooseveltnyc in New York NY https://t.co/5uhfNgR3nO",TRUE,1
"the roosevelt hotel",6.67750111821345E+17,"congrats boys!! #billboardtouringawards @ The Roosevelt Hotel https://t.co/Uer4SPY7Z0",TRUE,1
"the roosevelt hotel",6.6754546145731E+17,"Getting lit with the homies @pacinos @getrichinc @lenapiccininni #barberfam #tbt @ The Roosevelt Hotel https://t.co/Onbl3he9o4",TRUE,1
"ugly duckling",6.67297418413609E+17,"@parragonbooks #FairyTales. #WinItWednesday  the ugly duckling is born!",FALSE,0
"ugly duckling",6.70288256349708E+17,"once upon a time | (1/8) @WeAreOUAT  RT if you are #WhiteKnight #UglyDuckling ?? https://t.co/ft4QYcnqtS",FALSE,0
"ugly duckling",6.70073577828458E+17,"Thanksgiving Phase 2 #namco @ Uglyduckling https://t.co/dEQ9CML7q0",TRUE,1
"ugly duckling",6.67854040873591E+17,"chicken waffles x 2 @ Uglyduckling https://t.co/8djTDKyN6o",TRUE,1
"ugly duckling",6.70281916940231E+17,"once upon a time | minimalist (1/8) @WeAreOUAT RT if you are #WhiteKnight #UglyDuckling ?? https://t.co/EUyLqll7jG",FALSE,0
"ugly duckling",6.68059E+22,"This explains why I went through my ugly duckling stage in middle school and girls now are blossoming at that age. https://t.co/tjKV0ZNvwH",FALSE,0
"ugly duckling",6.70284549755159E+17,"once upon a time | (1/8) @WeAreOUAT  RT if you are #WhiteKnight #UglyDuckling ?? https://t.co/6J747FUuBZ",FALSE,0
"ugly duckling",6.69894361501581E+17,"Having a bit of a moment with Hans! @ Hans Christian Andersen The Ugly Duckling statue https://t.co/yGk9Sf4dR3",TRUE,0
"bo's kitchen & bar room",6.67595063761891E+17,"#DandyWellingtonBand performing ""if I had you"" @ Bo's Kitchen & Bar Room https://t.co/DaUoOxYElL",TRUE,1
"bo's kitchen & bar room",6.67931345780351E+17,"dirty thirties (@ Bo's Kitchen & Bar Room - @bos_nyc in New York NY) https://t.co/yFKzGFmmuE https://t.co/MDefW66GG8",TRUE,1
parm,6.69206E+22,"Lunch! (@ Parm Mulberry Street in New York NY w/ @harisamin) https://t.co/msfP6IaXId",TRUE,1
parm,6.68987E+22,"There is so much eggplant parm hero inside of me",FALSE,0
parm,6.68960107636519E+17,"monk fish with parm risotto fresh pork belly ladrones sautéed spinach and… https://t.co/JEpIRi0rbu",TRUE,0
parm,6.67847452955976E+17,"chicken bacon ranch and chicken parm pizza made by me ? https://t.co/Ls4aBfajRu",FALSE,0
parm,6.68500155444908E+17,"ANNOUNCEMENT: Just had oatmeal risotto style w/ fresh parm and truffle oil for brunch. Did not know this was even possible. Best Sunday ever",FALSE,0
parm,6.69533968597983E+17,"Chicken parm for breakfast bc yes",FALSE,0
parm,6.6862187660485E+17,"3. @ Parm Battery Park City https://t.co/QLvPoDm2GM",TRUE,0
parm,6.67851859336569E+17,"Honey bbq wings are honestly my favorite food. This may top pizza and veal parm from Vincent's",FALSE,0
parm,6.6822003391556E+17,"Homemade chicken parm for dinner tonight! ?",FALSE,0
parm,6.68193752197046E+17,"Today would've been my grandmother's 84th birthday. So to honor her #blessed chicken parm from her… https://t.co/jAzZastUa1",TRUE,0
"community 54",6.69191326618034E+17,"@thehoodchef X @community54  @phattfeatures  #hoodchef #swaggiving #community54 #photooftheday… https://t.co/FhMaLQwQUQ",TRUE,1
"community 54",6.67927201384407E+17,"#Swaggiving @Community54  with some incredible people ? ? courtesy of @TheHoodChef ? https://t.co/r0GKLIFxbI",FALSE,1
"community 54",6.67910880546263E+17,"soundwallart x jas. this speaker bumps. she lives at #community54 #eastvillage #sonos ? #swaggiving… https://t.co/GfCdcmkwLd",TRUE,1
"community 54",6.68109441489764E+17,"Leek.  @iamleek @phattfeatures  #community54 #nyc #swaggiving #eastvillage #hiphop #rap #canon6d… https://t.co/2yJPsfPO12",TRUE,1
"community 54",6.6819162944281E+17,"#swaggiving @thehoodchef @ Community 54 https://t.co/Ig7v2S9SLB",TRUE,1
"community 54",6.67801203913396E+17,"#Swaggiving @Community54 ? https://t.co/rnqS7GYvHV",FALSE,1
"community 54",6.67420089306759E+17,"@toastyramirez is bring extra bunzz to #Swaggiving feast tomorrow at @community54 from 12noon till… https://t.co/sYwNHL6Hgo",TRUE,1
"community 54",6.6745524980063E+17,"I got that dirty bird #Swaggiving feast tomorrow at @community54  Come get the best thanksgiving… https://t.co/XMXZ5XoViX",TRUE,0
"community 54",6.67433648954679E+17,"We're all together on #Swaggiving day !! Come to @community54 tomorrow and get ya swag plate  All… https://t.co/UzmUxxm2y0",TRUE,0
"community 54",6.68098510508683E+17,"Wired. @community54  Taken by @phattfeatures  #photooftheday #canon #canon6d #production #graffiti… https://t.co/gyHXJAc9Tw",TRUE,1
rogue,6.6753256673239E+17,"Mission: Impossible – Rogue Nation by Christopher McQuarriedodozg https://t.co/uCJFXbEMKg https://t.co/894o3dkn0z",FALSE,0
rogue,6.68929525552673E+17,"@gamesmaksmehigh i liked playing as a rogue ?",FALSE,0
rogue,6.67485649939775E+17,"@pozmagazine #poz100 #poz #wellbeyondhiv @ Rogue Space Chelsea https://t.co/5tW2lbtpk7",TRUE,0
rogue,6.68139218531693E+17,"#BlackFridayDeals #Blackfriday #centralavenissan #centralavenue #Sales #Nissan #Sentra #Altima #Rogue #Pathfinder https://t.co/vkfoNXbtci",FALSE,0
rogue,6.6933009522457E+17,"@JayWalkerAddict STD ""BioCousins of HIV"": ++Spreading ""Unreportedly"" (by rogue State DOHs)",FALSE,0
rogue,6.67905588362355E+17,"Who among us hasn't been tossed off by a rogue wave? #Dateline",FALSE,0
rogue,6.69522381837308E+17,"#Chicago protests are easy to understand - no place for rogue cops.  Head scratcher? Black on black crime is daily there never protested.",FALSE,0
rogue,6.68921554517033E+17,"@maxcaullfield hmmm yah I might since I already played a rogue :0",FALSE,0
rogue,6.6989806725707E+17,"Going rogue and making roast whole fish for thanksgiving",FALSE,0
rogue,6.70149084083175E+17,"2015/12/05: Brooklyn NY United States: Blend // Still1 & Rogue https://t.co/0KZORxF9TQ https://t.co/csjhvbEFI3",TRUE,0
boqueria,6.69651210249437E+17,"Happy Thanksgiving from @boqueria #Flatiron !!!!! #workfamily #somuchfood #dontdropthestuffing @… https://t.co/xhUWObgVkH",TRUE,0
boqueria,6.69605925976728E+17,"I'm at @Boqueria in New York NY https://t.co/liUfaS9p1y",TRUE,1
outpost,6.67712045597364E+17,"Littleneck #wander #nyc #bikes #brooklyn @ Littleneck Outpost https://t.co/JJqeUNLIiX",TRUE,0
"kiss my slice",6.6897177840076E+17,"It's not delivery. It's Digiorno ??? @zeenewyorkcity #nomnom mariocrestman @ Kiss My Slice Pizza https://t.co/acwmN0ssf7",TRUE,1
maru,6.69735198884401E+17,"#mycurrentsituation @ Maru Karaoke Lounge https://t.co/FyYtWwovX0",TRUE,1
"butter lane",6.67907452713755E+17,"@butterlane chocolate babka pie from Breads bakery!",FALSE,1
fada,6.68264019925537E+17,"Just posted a photo @ FADA french bistro https://t.co/MYe4c4n9lr",TRUE,1
"mission chinese food",6.67881032612315E+17,"Just posted a photo @ Mission Chinese Food https://t.co/t5QFx8908e",TRUE,1
"mission chinese food",6.68571401226461E+17,"I'm at Mission Chinese Food - @missionstfood in New York NY https://t.co/ohQBHHMR7L",TRUE,1
"mission chinese food",6.67522472510628E+17,"I'm at Mission Chinese Food - @missionstfood in New York NY https://t.co/PkE3rtr3K8",TRUE,1
"mission chinese food",6.69669177008005E+17,"Wings for days (@ Mission Chinese Food - @missionstfood in New York NY) https://t.co/oVU9J3vsA5",TRUE,1
"mission chinese food",6.67871681642263E+17,"Just posted a photo @ Mission Chinese Food https://t.co/uFtoK6vgwp",TRUE,1
"mission chinese food",6.68975280300663E+17,"the mission to eat at mission is now complete ? @ Mission Chinese Food https://t.co/eroebhyUOM",TRUE,1
"mission chinese food",6.68587666393317E+17,"Just posted a photo @ Mission Chinese Food https://t.co/8jnifWc1oH",TRUE,1
"mission chinese food",6.6787182314131E+17,"margaritas and Chinese food w/ @bigedirc #carlito ? @ Mission Chinese Food https://t.co/cLuesEJV9H",TRUE,1
"astoria coffee",6.69627880456987E+17,"#AstoriaCreatives & @AstoriaCoffeeNY - Toy Drive 2016. Dropoff new unwrapped toys @ Astoria Coffee starting today. https://t.co/Qj9MPh9QYb",FALSE,0
"astoria coffee",6.68190628782608E+17,"Needing some @astoriacoffeeny right meow??? #cappuccino #coffee #astoria #coffeeshop #coffeeart… https://t.co/cWL4AnsLM0",TRUE,1
"astoria coffee",6.6767696020677E+17,"I wonder what it'll be at the end of the day? #greedisbad #NYC @astoriacoffeeny @ Astoria Coffee https://t.co/zhwp9ATyXG",TRUE,1
"astoria coffee",6.69286888080036E+17,"You want in? Show up at 8pm at @astoriacoffeeny for the LIVE podcast recording of #TheBitchSeat! With… https://t.co/9zakK3rMDO",TRUE,0
"astoria coffee",6.67868210776052E+17,"Night night coffee shop. See you tomorrow @astoriacoffeeny  #astoriacoffee #astoriaqueens #astoria… https://t.co/XQtljPzpJt",TRUE,1
desnuda,6.6970032094815E+17,"Las mujeres deberian dormir desnuda hoy #SoloDigo.",FALSE,0
desnuda,6.68108242468368E+17,"#LoquetePrende No te Pierdas mi Entrevista con el actor @DavidChocarro quien se desnuda en #ElPrincipiodeArquimedes  https://t.co/tVd32hk6np",FALSE,0
"dos caminos",6.69282929382662E+17,"I'm at Dos Caminos in New York NY https://t.co/vyEkLxUCx6",TRUE,1
"dos caminos",6.69970755203953E+17,"Thankful for my bestfrands ?? (missing gracedarienzo though) @ Dos Caminos https://t.co/KoCAYd02GH",TRUE,1
"dos caminos",6.67623241498821E+17,"good thursday ??? thankyou for @doscaminos  & @theleonoranyc ??? #djax #djlife #nightlife #newyork… https://t.co/AmndsCBcPt",TRUE,1
"dos caminos",6.67859653099958E+17,"My bday dinner with Jason (@ Dos Caminos in New York NY) https://t.co/6lRCGAkej8",TRUE,1
"dos caminos",6.68608395835023E+17,"So excited for the beta tau dinner!! #btic2015 @ Dos Caminos https://t.co/6eZ5Otkpia",TRUE,1
"dos caminos",6.67320374795858E+17,"Tacos for one. #DosCaminos #NYC #Mexican #tbt #TimesSquare #LoveTacos #TacoThursday #goals #eat… https://t.co/qqcwe2PsbJ",TRUE,1
"dos caminos",6.69383604565205E+17,"Thanksgiving Eve....Join Me For Dinner @doscaminos With After Party & Official Meat Packing Soiree… https://t.co/QjymDxmyBY",TRUE,1
"dos caminos",6.70292259548467E+17,"Just posted a photo @ Dos Caminos Restaurant Meat Packing District. https://t.co/aXiBs3Svgj",TRUE,1
"dos caminos",6.69971882477679E+17,"Just posted a photo @ Dos Caminos https://t.co/KoCAYd02GH",TRUE,1
"dos caminos",6.6782234721518E+17,"I'm at Dos Caminos in New York NY https://t.co/r8lG8yDJ0v",TRUE,1
"square diner",6.70088681361965E+17,"Loving this night ? #thanksgiving2015 #night #friends #nyc ? @ Times Square Diner https://t.co/WLX8niRlcn",TRUE,1
"square diner",6.6934739982812E+17,"#Breakfast4Dinner (@ Court Square Diner - @courtsquaredinn in Long Island City NY) https://t.co/zhYPYFLl2i",TRUE,1
"square diner",6.68224976785379E+17,"Court Square Diner was on last week's Gotham and apparently this episode of Jessica Jones",FALSE,0
"square diner",6.69937693732815E+17,"Turkey Dinner!! (@ Washington Square Diner in New York NY) https://t.co/YMdalxcskT",TRUE,1
"square diner",6.67791739940401E+17,"OMG Court Square Diner on #JessicaJones! That's where I get my late night breakfast food delivery from!",FALSE,0
"5 burro cafe",6.68208303118393E+17,"Been a while. #alchy #burros #queens #weekend #lush @ 5 Burro Cafe https://t.co/NjeozQcax5",TRUE,1
